cust_num,month_1,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12,change_1,change_2,change_3,change_4,change_5,change_6,change_7,change_8,change_9,change_10,change_11
11,-0.292770332,-0.282148876,-0.27838427,-0.270898793,-0.269365511,-0.263847627,-0.247874744,-0.244519859,-0.236194084,-0.236672909,-0.235316667,-0.229760963,0.010621456,0.003764606,0.007485477,0.001533282,0.005517884,0.015972883,0.003354885,0.008325775,-0.000478825,0.001356242,0.005555704
12,-0.196115225,-0.308314662,-0.352346529,-0.371569318,-0.372554983,-0.317367817,-0.341712077,-0.372300279,-0.362469627,-0.374339311,-0.393618753,-0.370826763,-0.112199437,-0.044031867,-0.019222789,-0.000985665,0.055187166,-0.02434426,-0.030588202,0.009830652,-0.011869684,-0.019279442,0.02279199
13,-0.308622439,-0.308621583,-0.308620649,-0.308619793,-0.308618859,-0.308618003,-0.308617069,-0.308616213,-0.308615279,-0.308614423,-0.308613567,-0.306355862,8.56E-07,9.34E-07,8.56E-07,9.34E-07,8.56E-07,9.34E-07,8.56E-07,9.34E-07,8.56E-07,8.56E-07,0.002257705
14,0.853376006,0.812022615,0.828331602,0.860166631,0.884890962,0.848793281,0.852559443,0.880454772,0.862478498,0.877728048,0.917479831,0.954343258,-0.041353391,0.016308987,0.031835029,0.024724331,-0.036097681,0.003766162,0.027895329,-0.017976274,0.01524955,0.039751783,0.036863427
15,6.283824101,5.647361025,3.327874411,3.533666827,3.486494702,3.481644355,3.429060414,3.489755736,3.574144979,3.276438855,3.03001148,2.605403287,-0.636463076,-2.319486614,0.205792416,-0.047172125,-0.004850347,-0.052583941,0.060695322,0.084389243,-0.297706124,-0.246427375,-0.424608193
16,1.450237724,1.443188737,1.446346583,1.458125295,1.457223287,1.44308477,1.456970762,1.454362635,1.401446948,1.383632773,1.332768414,1.339886271,-0.007048987,0.003157846,0.011778712,-0.000902008,-0.014138517,0.013885992,-0.002608127,-0.052915687,-0.017814175,-0.050864359,0.007117857
17,-0.377593342,-0.368627267,-0.367167291,-0.355255118,-0.35385662,-0.308879399,-0.306024973,-0.304517683,-0.317419645,-0.331640651,-0.338945197,-0.351449267,0.008966075,0.001459976,0.011912173,0.001398498,0.044977221,0.002854426,0.00150729,-0.012901962,-0.014221006,-0.007304546,-0.01250407
18,-0.310540227,-0.316343554,-0.325325816,-0.323520554,-0.330674986,-0.341596593,-0.340524081,-0.318139633,-0.340420037,-0.352081786,-0.335221992,-0.33599015,-0.005803327,-0.008982262,0.001805262,-0.007154432,-0.010921607,0.001072512,0.022384448,-0.022280404,-0.011661749,0.016859794,-0.000768158
19,-0.369818998,-0.368656838,-0.362779816,-0.360380713,-0.355150061,-0.357184502,-0.356673771,-0.37291879,-0.362020296,-0.351722103,-0.363934116,-0.332697287,0.00116216,0.005877022,0.002399103,0.005230652,-0.002034441,0.000510731,-0.016245019,0.010898494,0.010298193,-0.012212013,0.031236829
20,-0.369147336,-0.355208426,-0.337829263,-0.332736197,-0.334347609,-0.337790042,-0.341187728,-0.357166525,-0.372623698,-0.357050185,-0.376861369,-0.267470757,0.01393891,0.017379163,0.005093066,-0.001611412,-0.003442433,-0.003397686,-0.015978797,-0.015457173,0.015573513,-0.019811184,0.109390612
21,-0.35640218,-0.374729732,-0.363477081,-0.350668191,-0.35273337,-0.349701126,-0.352832357,-0.396022293,-0.391120429,-0.392198232,-0.391237859,-0.394386211,-0.018327552,0.011252651,0.01280889,-0.002065179,0.003032244,-0.003131231,-0.043189936,0.004901864,-0.001077803,0.000960373,-0.003148352
22,-0.322564461,-0.310841701,-0.305821785,-0.309261338,-0.307558643,-0.332077609,-0.331920802,-0.328274404,-0.365357594,-0.328759299,-0.326422996,-0.311240527,0.01172276,0.005019916,-0.003439553,0.001702695,-0.024518966,0.000156807,0.003646398,-0.03708319,0.036598295,0.002336303,0.015182469
23,-0.40281782,-0.402817743,-0.402817665,-0.402817587,-0.402817431,-0.402817353,-0.402817276,-0.40281712,-0.402817042,-0.402816964,-0.402816809,-0.402816731,7.7E-08,7.8E-08,7.8E-08,1.56E-07,7.8E-08,7.7E-08,1.56E-07,7.8E-08,7.8E-08,1.55E-07,7.8E-08
24,-0.221691371,-0.226798678,-0.233991553,-0.236952671,-0.243136613,-0.250525127,-0.256929066,-0.262744922,-0.258717052,-0.27399555,-0.283571342,-0.294718548,-0.005107307,-0.007192875,-0.002961118,-0.006183942,-0.007388514,-0.006403939,-0.005815856,0.00402787,-0.015278498,-0.009575792,-0.011147206
25,0.828121021,0.807074683,0.778091746,0.805221484,0.791923498,0.815409095,0.797476556,0.778875857,0.765109863,0.780922749,0.757027353,0.740421873,-0.021046338,-0.028982937,0.027129738,-0.013297986,0.023485597,-0.017932539,-0.018600699,-0.013765994,0.015812886,-0.023895396,-0.01660548
26,-0.288410094,-0.288407292,-0.272840394,-0.272837359,-0.272834247,-0.236255873,-0.236251749,-0.224574746,-0.224570311,-0.224565953,-0.209038198,-0.203074563,2.802E-06,0.015566898,3.035E-06,3.112E-06,0.036578374,4.124E-06,0.011677003,4.435E-06,4.358E-06,0.015527755,0.005963635
27,4.39908442,4.429285002,4.459740677,4.59493249,4.622164017,4.655500966,4.69738462,4.723931644,4.902843034,4.97406386,4.999645376,5.021744382,0.030200582,0.030455675,0.135191813,0.027231527,0.033336949,0.041883654,0.026547024,0.17891139,0.071220826,0.025581516,0.022099006
28,-0.068195118,-0.073808643,-0.100498155,-0.10615448,-0.164381984,-0.194963649,-0.187279887,-0.191482073,-0.18557369,-0.204247384,-0.378556438,-0.330103011,-0.005613525,-0.026689512,-0.005656325,-0.058227504,-0.030581665,0.007683762,-0.004202186,0.005908383,-0.018673694,-0.174309054,0.048453427
29,0.209839741,0.175994084,0.056003806,0.035633409,0.042446602,0.080819653,0.070357883,0.05145789,-0.110969263,-0.265234219,-0.295406708,-0.287783878,-0.033845657,-0.119990278,-0.020370397,0.006813193,0.038373051,-0.01046177,-0.018899993,-0.162427153,-0.154264956,-0.030172489,0.00762283
30,-0.385289321,-0.380320066,-0.375350733,-0.370381323,-0.365411912,-0.360442502,-0.355473013,-0.351281644,-0.36884096,-0.363871471,-0.35890206,-0.353932572,0.004969255,0.004969333,0.00496941,0.004969411,0.00496941,0.004969489,0.004191369,-0.017559316,0.004969489,0.004969411,0.004969488
31,0.29694139,0.197463918,0.225460101,0.250675708,0.244285232,0.225949665,0.236462017,0.239972931,0.357608152,0.362552738,0.356866453,0.381871869,-0.099477472,0.027996183,0.025215607,-0.006390476,-0.018335567,0.010512352,0.003510914,0.117635221,0.004944586,-0.005686285,0.025005416
32,-0.40644523,-0.406445152,-0.406445075,-0.406444997,-0.406444919,-0.406444841,-0.406444763,-0.406444685,-0.406444608,-0.40644453,-0.40644453,-0.406444452,7.8E-08,7.7E-08,7.8E-08,7.8E-08,7.8E-08,7.8E-08,7.8E-08,7.7E-08,7.8E-08,0,7.8E-08
33,-0.405447504,-0.404606818,-0.404715454,-0.405816214,-0.404548608,-0.404300364,-0.403593138,-0.404081535,-0.404016399,-0.403443802,-0.400788827,-0.401619786,0.000840686,-0.000108636,-0.00110076,0.001267606,0.000248244,0.000707226,-0.000488397,6.5136E-05,0.000572597,0.002654975,-0.000830959
34,-0.246541537,-0.238736065,-0.248332402,-0.244273793,-0.2544551,-0.256060521,-0.300192931,-0.293472888,-0.291374013,-0.29611798,-0.296831353,-0.265393516,0.007805472,-0.009596337,0.004058609,-0.010181307,-0.001605421,-0.04413241,0.006720043,0.002098875,-0.004743967,-0.000713373,0.031437837
35,-0.376458263,-0.376636937,-0.367591175,-0.376428225,-0.379351989,-0.383235737,-0.382623607,-0.380851497,-0.383324296,-0.382376374,-0.380616793,-0.380291662,-0.000178674,0.009045762,-0.00883705,-0.002923764,-0.003883748,0.00061213,0.00177211,-0.002472799,0.000947922,0.001759581,0.000325131
36,-0.323592537,-0.334743867,-0.332894171,-0.302623863,-0.301318748,-0.298127518,-0.29312052,-0.295777596,-0.290599707,-0.297360682,-0.270077094,-0.250428397,-0.01115133,0.001849696,0.030270308,0.001305115,0.00319123,0.005006998,-0.002657076,0.005177889,-0.006760975,0.027283588,0.019648697
37,0.000431355,0.000434623,0.000437814,0.000441316,0.00044474,-0.003078625,-0.003814722,-0.003811453,-0.003808107,-0.003804605,0.019450879,0.005045674,3.268E-06,3.191E-06,3.502E-06,3.424E-06,-0.003523365,-0.000736097,3.269E-06,3.346E-06,3.502E-06,0.023255484,-0.014405205
38,1.37482833,1.348001855,1.305104288,1.267455037,1.248436758,1.227209722,1.499262114,1.505213531,1.446127365,1.280453807,1.124473083,0.986161945,-0.026826475,-0.042897567,-0.037649251,-0.019018279,-0.021227036,0.272052392,0.005951417,-0.059086166,-0.165673558,-0.155980724,-0.138311138
39,-0.132047664,-0.120360311,-0.106483813,-0.104541978,-0.121218896,-0.090501669,-0.072352636,-0.082329355,-0.077224616,-0.062578248,-0.043308377,-0.038523166,0.011687353,0.013876498,0.001941835,-0.016676918,0.030717227,0.018149033,-0.009976719,0.005104739,0.014646368,0.019269871,0.004785211
40,-0.059891522,-0.105885457,-0.124641173,-0.124256044,-0.145119273,-0.202485468,-0.222797111,-0.220378552,-0.199580458,-0.270748912,-0.279722613,-0.289835595,-0.045993935,-0.018755716,0.000385129,-0.020863229,-0.057366195,-0.020311643,0.002418559,0.020798094,-0.071168454,-0.008973701,-0.010112982
41,0.230274184,0.226950349,0.294423533,0.291199463,0.254236505,0.224494748,0.15676289,0.407645599,0.371492899,0.49921441,0.461746635,0.435628553,-0.003323835,0.067473184,-0.00322407,-0.036962958,-0.029741757,-0.067731858,0.250882709,-0.0361527,0.127721511,-0.037467775,-0.026118082
42,-0.123959706,-0.125052606,-0.31780423,0.130317654,-0.13283372,-0.307142074,-0.301887532,-0.319618674,-0.333990884,-0.329881381,-0.270783697,-0.349605719,-0.0010929,-0.192751624,0.448121884,-0.263151374,-0.174308354,0.005254542,-0.017731142,-0.01437221,0.004109503,0.059097684,-0.078822022
43,-0.107600837,-0.107593055,-0.068674721,-0.068665927,-0.068657134,-0.068648574,-0.068639702,-0.06863122,-0.068622348,-0.068613555,-0.068605306,-0.068596434,7.782E-06,0.038918334,8.794E-06,8.793E-06,8.56E-06,8.872E-06,8.482E-06,8.872E-06,8.793E-06,8.249E-06,8.872E-06
44,-0.30829116,-0.309053249,-0.293246355,-0.274635306,-0.262348197,-0.250921774,-0.243530615,-0.239225395,-0.232974683,-0.214424411,-0.207193404,-0.19825729,-0.000762089,0.015806894,0.018611049,0.012287109,0.011426423,0.007391159,0.00430522,0.006250712,0.018550272,0.007231007,0.008936114
45,0.16093924,0.037322875,0.061230722,0.115236584,0.013075344,0.040668888,0.08181022,0.119950124,0.176606603,0.133889656,0.162048171,0.189974628,-0.123616365,0.023907847,0.054005862,-0.10216124,0.027593544,0.041141332,0.038139904,0.056656479,-0.042716947,0.028158515,0.027926457
46,-0.309564135,-0.318367567,-0.318646706,-0.339059126,-0.269344889,-0.244166946,-0.310290971,-0.247191487,-0.323887085,-0.283415003,-0.336947177,-0.31758579,-0.008803432,-0.000279139,-0.02041242,0.069714237,0.025177943,-0.066124025,0.063099484,-0.076695598,0.040472082,-0.053532174,0.019361387
47,-0.18595454,-0.182170167,-0.172652429,-0.168333668,-0.160759243,-0.188059485,-0.178621589,-0.173201369,-0.179941489,-0.183569677,-0.164798242,-0.161778993,0.003784373,0.009517738,0.004318761,0.007574425,-0.027300242,0.009437896,0.00542022,-0.00674012,-0.003628188,0.018771435,0.003019249
48,-0.384800691,-0.384800536,-0.377377937,-0.367975527,-0.372370083,-0.368217001,-0.353764793,-0.35455046,-0.332068115,-0.330653586,-0.339425189,-0.333960456,1.55E-07,0.007422599,0.00940241,-0.004394556,0.004153082,0.014452208,-0.000785667,0.022482345,0.001414529,-0.008771603,0.005464733
49,-0.307605413,-0.31843955,-0.326767036,-0.349832174,-0.346808723,-0.350443059,-0.352562401,-0.318638846,-0.344641989,-0.337669888,-0.351492769,-0.349795832,-0.010834137,-0.008327486,-0.023065138,0.003023451,-0.003634336,-0.002119342,0.033923555,-0.026003143,0.006972101,-0.013822881,0.001696937
50,-0.349790463,-0.343055323,-0.339370793,-0.345141825,-0.376285192,-0.366940447,-0.362730634,-0.359504618,-0.353853274,-0.320946901,-0.320503251,-0.316074609,0.00673514,0.00368453,-0.005771032,-0.031143367,0.009344745,0.004209813,0.003226016,0.005651344,0.032906373,0.00044365,0.004428642
51,-0.173289305,-0.15132376,-0.19100854,-0.183615124,-0.185073543,-0.19065306,-0.199331902,-0.192766954,-0.181688152,-0.17497309,-0.157916801,-0.124450593,0.021965545,-0.03968478,0.007393416,-0.001458419,-0.005579517,-0.008678842,0.006564948,0.011078802,0.006715062,0.017056289,0.033466208
52,-0.254141876,-0.061190411,-0.064755721,-0.066389312,-0.088603413,-0.091681961,-0.092446539,-0.102789323,-0.106720774,-0.107264967,-0.108900893,-0.108888053,0.192951465,-0.00356531,-0.001633591,-0.022214101,-0.003078548,-0.000764578,-0.010342784,-0.003931451,-0.000544193,-0.001635926,1.284E-05
53,0.396964923,0.430714472,0.428328909,0.461549129,0.430158528,0.444791123,0.483898169,0.468853208,0.42039628,0.422265898,0.439351136,0.457846,0.033749549,-0.002385563,0.03322022,-0.031390601,0.014632595,0.039107046,-0.015044961,-0.048456928,0.001869618,0.017085238,0.018494864
54,-0.406345621,-0.398563495,-0.390781369,-0.396000581,-0.396000425,-0.398370891,-0.401094503,-0.401483446,-0.404207058,-0.404596078,-0.406541493,-0.406930514,0.007782126,0.007782126,-0.005219212,1.56E-07,-0.002370466,-0.002723612,-0.000388943,-0.002723612,-0.00038902,-0.001945415,-0.000389021
55,-0.305153236,-0.306511657,-0.311630326,-0.310774854,-0.311485192,-0.338731738,-0.336971145,-0.349068763,-0.346283985,-0.333826762,-0.330334447,-0.339682384,-0.001358421,-0.005118669,0.000855472,-0.000710338,-0.027246546,0.001760593,-0.012097618,0.002784778,0.012457223,0.003492315,-0.009347937
56,0.494922187,0.502435601,0.50782804,0.523926368,0.530992008,0.537744035,0.544787418,0.552893197,0.576600814,0.587263047,0.57044224,0.59703619,0.007513414,0.005392439,0.016098328,0.00706564,0.006752027,0.007043383,0.008105779,0.023707617,0.010662233,-0.016820807,0.02659395
57,-0.344941828,-0.343785894,-0.346940472,-0.347120624,-0.344934747,-0.349012966,-0.337641484,-0.329727609,-0.327447803,-0.335967271,-0.334391578,-0.341245003,0.001155934,-0.003154578,-0.000180152,0.002185877,-0.004078219,0.011371482,0.007913875,0.002279806,-0.008519468,0.001575693,-0.006853425
58,-0.226803269,-0.236630341,-0.244346943,-0.282069733,-0.289193271,-0.311251344,-0.325793201,-0.347716801,-0.230495192,-0.275113197,-0.282561554,-0.314173318,-0.009827072,-0.007716602,-0.03772279,-0.007123538,-0.022058073,-0.014541857,-0.0219236,0.117221609,-0.044618005,-0.007448357,-0.031611764
59,-0.226148261,-0.142092164,-0.172458346,-0.276009446,-0.23409731,-0.268453931,-0.204160848,-0.28355181,-0.278855546,1.003785617,0.951154829,-0.022572772,0.084056097,-0.030366182,-0.1035511,0.041912136,-0.034356621,0.064293083,-0.079390962,0.004696264,1.282641163,-0.052630788,-0.973727601
60,-0.193105237,-0.217316425,-0.089203325,-0.112150411,-0.127837851,-0.135879506,-0.146019647,-0.188001665,-0.245454318,-0.247735291,-0.259191596,-0.223710092,-0.024211188,0.1281131,-0.022947086,-0.01568744,-0.008041655,-0.010140141,-0.041982018,-0.057452653,-0.002280973,-0.011456305,0.035481504
61,-0.202310218,-0.198431684,-0.191289392,-0.170670983,-0.169296765,-0.143386695,-0.169966871,-0.188693949,-0.253916899,-0.2906499,-0.258741876,-0.204308239,0.003878534,0.007142292,0.020618409,0.001374218,0.02591007,-0.026580176,-0.018727078,-0.06522295,-0.036733001,0.031908024,0.054433637
62,-0.400325956,-0.361414003,-0.361411746,-0.361409489,-0.308405633,-0.326998861,-0.328920074,-0.331252175,-0.34253362,-0.335262847,-0.35506337,-0.358462768,0.038911953,2.257E-06,2.257E-06,0.053003856,-0.018593228,-0.001921213,-0.002332101,-0.011281445,0.007270773,-0.019800523,-0.003399398
63,-0.377614975,-0.37399348,-0.373901419,-0.373862042,-0.374327949,-0.3708547,-0.36770378,-0.357095476,-0.360934789,-0.340545482,-0.349996218,0.276715193,0.003621495,9.2061E-05,3.9377E-05,-0.000465907,0.003473249,0.00315092,0.010608304,-0.003839313,0.020389307,-0.009450736,0.626711411
64,-0.120015181,-0.089782849,-0.079060617,-0.081256144,-0.118838547,-0.118942981,-0.127560502,-0.153992898,-0.098767445,-0.05225134,-0.086926477,-0.083613536,0.030232332,0.010722232,-0.002195527,-0.037582403,-0.000104434,-0.008617521,-0.026432396,0.055225453,0.046516105,-0.034675137,0.003312941
65,-0.109609364,-0.075820904,-0.078573154,-0.075554605,-0.071615216,-0.074649251,-0.076340507,-0.076218174,-0.070657412,-0.079263882,-0.079059761,-0.07493018,0.03378846,-0.00275225,0.003018549,0.003939389,-0.003034035,-0.001691256,0.000122333,0.005560762,-0.00860647,0.000204121,0.004129581
66,-0.406478537,-0.406478459,-0.406478381,-0.406478304,-0.406478226,-0.406478148,-0.40647807,-0.406477992,-0.400361286,-0.406477837,-0.406477759,-0.406586629,7.8E-08,7.8E-08,7.7E-08,7.8E-08,7.8E-08,7.8E-08,7.8E-08,0.006116706,-0.006116551,7.8E-08,-0.00010887
67,-0.299761732,-0.280227663,-0.26081476,-0.258386552,-0.253247416,-0.232942699,-0.227761308,-0.210136701,-0.264493609,-0.246218196,-0.225813636,-0.225425005,0.019534069,0.019412903,0.002428208,0.005139136,0.020304717,0.005181391,0.017624607,-0.054356908,0.018275413,0.02040456,0.000388631
68,-0.28462969,-0.304212941,-0.311397801,-0.320036955,-0.18734082,-0.275550465,-0.315418667,-0.276748889,-0.314973305,-0.249645142,-0.196594905,-0.168495767,-0.019583251,-0.00718486,-0.008639154,0.132696135,-0.088209645,-0.039868202,0.038669778,-0.038224416,0.065328163,0.053050237,0.028099138
69,-0.268605213,-0.267134654,-0.280329373,-0.283366988,-0.28045015,-0.283179209,-0.277325689,-0.279843779,-0.279278263,-0.278742941,-0.280998545,-0.269386055,0.001470559,-0.013194719,-0.003037615,0.002916838,-0.002729059,0.00585352,-0.00251809,0.000565516,0.000535322,-0.002255604,0.01161249
70,-0.09054875,-0.091995808,0.106275801,0.09278739,0.101838366,0.07276368,0.06479821,0.251136712,-0.236333148,-0.248507496,-0.257317153,-0.224630465,-0.001447058,0.198271609,-0.013488411,0.009050976,-0.029074686,-0.00796547,0.186338502,-0.48746986,-0.012174348,-0.008809657,0.032686688
71,-0.395547748,-0.395547515,-0.395547359,-0.395547203,-0.395547048,-0.395546892,-0.395546736,-0.395546581,-0.395546425,-0.397880861,-0.397880705,-0.397880549,2.33E-07,1.56E-07,1.56E-07,1.55E-07,1.56E-07,1.56E-07,1.55E-07,1.56E-07,-0.002334436,1.56E-07,1.56E-07
72,-0.383199784,-0.386674201,-0.376074846,-0.379421326,-0.388415728,-0.399646667,-0.342638521,-0.379311912,-0.384090353,-0.384711821,-0.38613133,-0.39431345,-0.003474417,0.010599355,-0.00334648,-0.008994402,-0.011230939,0.057008146,-0.036673391,-0.004778441,-0.000621468,-0.001419509,-0.00818212
73,-0.039204244,-0.141612483,-0.1946263,-0.229973177,-0.237407527,-0.24327949,-0.271850683,-0.291202732,-0.293219429,-0.294774734,-0.2947738,-0.302554836,-0.102408239,-0.053013817,-0.035346877,-0.00743435,-0.005871963,-0.028571193,-0.019352049,-0.002016697,-0.001555305,9.34E-07,-0.007781036
74,-0.36108895,-0.347662016,-0.346742421,-0.337182036,-0.342215026,-0.345137156,-0.340703456,-0.333143194,-0.350676284,-0.348906197,-0.357240299,-0.35768784,0.013426934,0.000919595,0.009560385,-0.00503299,-0.00292213,0.0044337,0.007560262,-0.01753309,0.001770087,-0.008334102,-0.000447541
75,-0.384600928,-0.38695264,-0.390192507,-0.390079046,-0.390202157,-0.388979921,-0.389488472,-0.390025973,-0.390802536,-0.393046389,-0.351472069,-0.365240864,-0.002351712,-0.003239867,0.000113461,-0.000123111,0.001222236,-0.000508551,-0.000537501,-0.000776563,-0.002243853,0.04157432,-0.013768795
76,-0.339854599,-0.342153081,-0.356701708,-0.366425514,-0.374814556,-0.391506493,-0.373172871,-0.398506764,-0.379378059,-0.39575148,-0.396763759,-0.397499544,-0.002298482,-0.014548627,-0.009723806,-0.008389042,-0.016691937,0.018333622,-0.025333893,0.019128705,-0.016373421,-0.001012279,-0.000735785
77,-0.011650466,-0.002714429,-0.053088913,-0.06151204,0.038036014,0.001085196,-0.021490612,-0.046662484,-0.077185862,-0.134129185,-0.172165744,-0.178181596,0.008936037,-0.050374484,-0.008423127,0.099548054,-0.036950818,-0.022575808,-0.025171872,-0.030523378,-0.056943323,-0.038036559,-0.006015852
78,0.521350847,0.518108723,0.507554581,0.498337149,0.499058148,0.501778958,0.506359115,0.522768255,0.537418671,0.524237647,0.521098245,0.523509955,-0.003242124,-0.010554142,-0.009217432,0.000720999,0.00272081,0.004580157,0.01640914,0.014650416,-0.013181024,-0.003139402,0.00241171
79,-0.074650107,-0.033389945,0.012886709,0.069578597,1.557343628,1.435438439,1.399427138,1.394008163,1.304810051,1.177581373,1.194066465,1.407522021,0.041260162,0.046276654,0.056691888,1.487765031,-0.121905189,-0.036011301,-0.005418975,-0.089198112,-0.127228678,0.016485092,0.213455556
80,-0.393606847,-0.387934257,-0.39267161,-0.399143563,-0.389211979,-0.380101004,-0.383057452,-0.244480248,-0.380492748,-0.360483902,-0.346602034,-0.335077091,0.00567259,-0.004737353,-0.006471953,0.009931584,0.009110975,-0.002956448,0.138577204,-0.1360125,0.020008846,0.013881868,0.011524943
81,-0.391312411,-0.391312255,-0.391312022,-0.391311866,-0.391311632,-0.391311477,-0.375186845,-0.375186534,-0.375186223,-0.375185911,-0.375107702,-0.375107391,1.56E-07,2.33E-07,1.56E-07,2.34E-07,1.55E-07,0.016124632,3.11E-07,3.11E-07,3.12E-07,7.8209E-05,3.11E-07
82,-0.314922255,-0.319722641,-0.33038503,-0.354548748,-0.3369499,-0.336963752,-0.327608423,-0.325785652,-0.323246473,-0.352269721,-0.346066868,-0.339880668,-0.004800386,-0.010662389,-0.024163718,0.017598848,-1.3852E-05,0.009355329,0.001822771,0.002539179,-0.029023248,0.006202853,0.0061862
83,-0.276537608,-0.352418901,-0.357715388,-0.345493492,-0.334244187,-0.328218296,-0.306299598,-0.296033701,-0.29539021,-0.28500268,-0.272273166,-0.263633078,-0.075881293,-0.005296487,0.012221896,0.011249305,0.006025891,0.021918698,0.010265897,0.000643491,0.01038753,0.012729514,0.008640088
84,-0.142902656,-0.138317052,-0.133334802,-0.127049771,-0.125997571,-0.121658889,-0.125690416,-0.119768337,-0.102941382,-0.107911493,-0.118095291,-0.114763363,0.004585604,0.00498225,0.006285031,0.0010522,0.004338682,-0.004031527,0.005922079,0.016826955,-0.004970111,-0.010183798,0.003331928
85,-0.33394746,-0.328071684,-0.30929589,-0.320110962,-0.322945389,-0.307910388,-0.296566532,-0.33462169,-0.340071171,-0.329436875,-0.32992994,-0.34338629,0.005875776,0.018775794,-0.010815072,-0.002834427,0.015035001,0.011343856,-0.038055158,-0.005449481,0.010634296,-0.000493065,-0.01345635
86,-0.355178154,-0.350416289,-0.383425228,-0.3503538,-0.347478828,-0.342659376,-0.350378857,-0.35704038,-0.349518405,-0.343378508,-0.339550012,-0.329093301,0.004761865,-0.033008939,0.033071428,0.002874972,0.004819452,-0.007719481,-0.006661523,0.007521975,0.006139897,0.003828496,0.010456711
87,-0.344628215,-0.338759987,-0.330726192,-0.330631018,-0.313896669,-0.315884029,-0.322469365,-0.318157765,-0.309060252,-0.321387127,-0.333465679,-0.339848062,0.005868228,0.008033795,9.5174E-05,0.016734349,-0.00198736,-0.006585336,0.0043116,0.009097513,-0.012326875,-0.012078552,-0.006382383
88,0.468455861,0.454295476,0.463448552,0.478048696,0.476166938,0.485427327,0.488440739,0.505930562,0.504636498,0.518448561,0.543400204,0.538562309,-0.014160385,0.009153076,0.014600144,-0.001881758,0.009260389,0.003013412,0.017489823,-0.001294064,0.013812063,0.024951643,-0.004837895
